tanggal,stasiun,jumlah
2010-06-26,DKI5,1968249
2010-06-27,DKI1,909881
2010-06-27,DKI2,1537171
2010-06-27,DKI3,1978111
2010-06-27,DKI4,2659066
2010-06-27,DKI5,1966484
2010-06-28,DKI1,909943
2010-06-28,DKI2,1536560
2010-06-28,DKI3,1977665
2010-06-28,DKI4,2658908
2010-06-28,DKI5,1964719
2010-06-29,DKI1,910005
2010-06-29,DKI2,1535949
2010-06-29,DKI3,1977219
2010-06-29,DKI4,2658750
2010-06-29,DKI5,1962955
2010-06-30,DKI1,910067
2010-06-30,DKI2,1535338
2010-06-30,DKI3,1976773
2010-06-30,DKI4,2658592
2010-06-30,DKI5,1961190
2010-07-01,DKI1,910129
2010-07-01,DKI2,1534727
2010-07-01,DKI3,1976327
2010-07-01,DKI4,2658434
2010-07-01,DKI5,1959425
2010-07-02,DKI1,910191
2010-07-02,DKI2,1534116
2010-07-02,DKI3,1975881
2010-07-02,DKI4,2658276
2010-07-02,DKI5,1957661
2010-07-03,DKI1,910254
2010-07-03,DKI2,1533506
2010-07-03,DKI3,1975434
2010-07-03,DKI4,2658119
2010-07-03,DKI5,1955896
2010-07-04,DKI1,910316
2010-07-04,DKI2,1532895
2010-07-04,DKI3,1974988
2010-07-04,DKI4,2657961
2010-07-04,DKI5,1954132
2010-07-05,DKI1,910378
2010-07-05,DKI2,1532284
2010-07-05,DKI3,1974542
2010-07-05,DKI4,2657803
2010-07-05,DKI5,1952367
2010-07-06,DKI1,910440
2010-07-06,DKI2,1531673
2010-07-06,DKI3,1974096
2010-07-06,DKI4,2657645
2010-07-06,DKI5,1950602
2010-07-07,DKI1,910502
2010-07-07,DKI2,1531062
2010-07-07,DKI3,1973650
2010-07-07,DKI4,2657487
2010-07-07,DKI5,1948838
2010-07-08,DKI1,910564
2010-07-08,DKI2,1530451
2010-07-08,DKI3,1973204
2010-07-08,DKI4,2657329
2010-07-08,DKI5,1947073
2010-07-09,DKI1,910626
2010-07-09,DKI2,1529840
2010-07-09,DKI3,1972758
2010-07-09,DKI4,2657171
2010-07-09,DKI5,1945308
2010-07-10,DKI1,910689
2010-07-10,DKI2,1529229
2010-07-10,DKI3,1972311
2010-07-10,DKI4,2657013
2010-07-10,DKI5,1943544
2010-07-11,DKI1,910751
2010-07-11,DKI2,1528618
2010-07-11,DKI3,1971865
2010-07-11,DKI4,2656855
2010-07-11,DKI5,1941779
2010-07-12,DKI1,910813
2010-07-12,DKI2,1528007
2010-07-12,DKI3,1971419
2010-07-12,DKI4,2656697
2010-07-12,DKI5,1940014
2010-07-13,DKI1,910875
2010-07-13,DKI2,1527396
2010-07-13,DKI3,1970973
2010-07-13,DKI4,2656539
2010-07-13,DKI5,1938250
2010-07-14,DKI1,910937
2010-07-14,DKI2,1526785
2010-07-14,DKI3,1970527
2010-07-14,DKI4,2656381
2010-07-14,DKI5,1936485
2010-07-15,DKI1,910999
2010-07-15,DKI2,1526174
2010-07-15,DKI3,1970081
2010-07-15,DKI4,2656223
2010-07-15,DKI5,1934721
2010-07-16,DKI1,911061
2010-07-16,DKI2,1525563
2010-07-16,DKI3,1969635
2010-07-16,DKI4,2656065
2010-07-16,DKI5,1932956
2010-07-17,DKI1,911123
2010-07-17,DKI2,1524952
2010-07-17,DKI3,1969188
2010-07-17,DKI4,2655907
2010-07-17,DKI5,1931191
2010-07-18,DKI1,911186
2010-07-18,DKI2,1524341
2010-07-18,DKI3,1968742
2010-07-18,DKI4,2655749
2010-07-18,DKI5,1929427
2010-07-19,DKI1,911248
2010-07-19,DKI2,1523730
2010-07-19,DKI3,1968296
2010-07-19,DKI4,2655591
2010-07-19,DKI5,1927662
2010-07-20,DKI1,911310
2010-07-20,DKI2,1523119
2010-07-20,DKI3,1967850
2010-07-20,DKI4,2655433
2010-07-20,DKI5,1925897
2010-07-21,DKI1,911372
2010-07-21,DKI2,1522508
2010-07-21,DKI3,1967404
2010-07-21,DKI4,2655275
2010-07-21,DKI5,1924133
2010-07-22,DKI1,911434
2010-07-22,DKI2,1521897
2010-07-22,DKI3,1966958
2010-07-22,DKI4,2655117
2010-07-22,DKI5,1922368
2010-07-23,DKI1,911496
2010-07-23,DKI2,1521286
2010-07-23,DKI3,1966511
2010-07-23,DKI4,2654959
2010-07-23,DKI5,1920603
2010-07-24,DKI1,911558
2010-07-24,DKI2,1520675
2010-07-24,DKI3,1966065
2010-07-24,DKI4,2654801
2010-07-24,DKI5,1918839
2010-07-25,DKI1,911621
2010-07-25,DKI2,1520064
2010-07-25,DKI3,1965619
2010-07-25,DKI4,2654643
2010-07-25,DKI5,1917074
2010-07-26,DKI1,911683
2010-07-26,DKI2,1519453
2010-07-26,DKI3,1965173
2010-07-26,DKI4,2654485
2010-07-26,DKI5,1915310
2010-07-27,DKI1,911745
2010-07-27,DKI2,1518842
2010-07-27,DKI3,1964727
2010-07-27,DKI4,2654327
2010-07-27,DKI5,1913545
2010-07-28,DKI1,911807
2010-07-28,DKI2,1518231
2010-07-28,DKI3,1964281
2010-07-28,DKI4,2654169
2010-07-28,DKI5,1911780
2010-07-29,DKI1,911869
2010-07-29,DKI2,1517621
2010-07-29,DKI3,1963835
2010-07-29,DKI4,2654011
2010-07-29,DKI5,1910016
2010-07-30,DKI1,911931
2010-07-30,DKI2,1517010
2010-07-30,DKI3,1963388
2010-07-30,DKI4,2653853
2010-07-30,DKI5,1908251
2010-07-31,DKI1,911993
2010-07-31,DKI2,1516399
2010-07-31,DKI3,1962942
2010-07-31,DKI4,2653695
2010-07-31,DKI5,1906486
2010-08-01,DKI1,912056
2010-08-01,DKI2,1515788
2010-08-01,DKI3,1962496
2010-08-01,DKI4,2653537
2010-08-01,DKI5,1904722
2010-08-02,DKI1,912118
2010-08-02,DKI2,1515177
2010-08-02,DKI3,1962050
2010-08-02,DKI4,2653380
2010-08-02,DKI5,1902957
2010-08-03,DKI1,912180
2010-08-03,DKI2,1514566
2010-08-03,DKI3,1961604
2010-08-03,DKI4,2653222
2010-08-03,DKI5,1901192
2010-08-04,DKI1,912242
2010-08-04,DKI2,1513955
2010-08-04,DKI3,1961158
2010-08-04,DKI4,2653064
2010-08-04,DKI5,1899428
2010-08-05,DKI1,912304
2010-08-05,DKI2,1513344
2010-08-05,DKI3,1960712
2010-08-05,DKI4,2652906
2010-08-05,DKI5,1897663
2010-08-06,DKI1,912366
2010-08-06,DKI2,1512733
2010-08-06,DKI3,1960265
2010-08-06,DKI4,2652748
2010-08-06,DKI5,1895899
2010-08-07,DKI1,912428
2010-08-07,DKI2,1512122
2010-08-07,DKI3,1959819
2010-08-07,DKI4,2652590
2010-08-07,DKI5,1894134
2010-08-08,DKI1,912491
2010-08-08,DKI2,1511511
2010-08-08,DKI3,1959373
2010-08-08,DKI4,2652432
2010-08-08,DKI5,1892369
2010-08-09,DKI1,912553
2010-08-09,DKI2,1510900
2010-08-09,DKI3,1958927
2010-08-09,DKI4,2652274
2010-08-09,DKI5,1890605
2010-08-10,DKI1,912615
2010-08-10,DKI2,1510289
2010-08-10,DKI3,1958481
2010-08-10,DKI4,2652116
2010-08-10,DKI5,1888840
2010-08-11,DKI1,912677
2010-08-11,DKI2,1509678
2010-08-11,DKI3,1958035
2010-08-11,DKI4,2651958
2010-08-11,DKI5,1887075
2010-08-12,DKI1,912739
2010-08-12,DKI2,1509067
2010-08-12,DKI3,1957589
2010-08-12,DKI4,2651800
2010-08-12,DKI5,1885311
2010-08-13,DKI1,912801
2010-08-13,DKI2,1508456
2010-08-13,DKI3,1957142
2010-08-13,DKI4,2651642
2010-08-13,DKI5,1883546
2010-08-14,DKI1,912863
2010-08-14,DKI2,1507845
2010-08-14,DKI3,1956696
2010-08-14,DKI4,2651484
2010-08-14,DKI5,1881781
2010-08-15,DKI1,912925
2010-08-15,DKI2,1507234
2010-08-15,DKI3,1956250
2010-08-15,DKI4,2651326
2010-08-15,DKI5,1880017
2010-08-16,DKI1,912988
2010-08-16,DKI2,1506623
2010-08-16,DKI3,1955804
2010-08-16,DKI4,2651168
2010-08-16,DKI5,1878252
2010-08-17,DKI1,913050
2010-08-17,DKI2,1506012
2010-08-17,DKI3,1955358
2010-08-17,DKI4,2651010
2010-08-17,DKI5,1876488
2010-08-18,DKI1,913112
2010-08-18,DKI2,1505401
2010-08-18,DKI3,1954912
2010-08-18,DKI4,2650852
2010-08-18,DKI5,1874723
2010-08-19,DKI1,913174
2010-08-19,DKI2,1504790
2010-08-19,DKI3,1954465
2010-08-19,DKI4,2650694
2010-08-19,DKI5,1872958
2010-08-20,DKI1,913236
2010-08-20,DKI2,1504179
2010-08-20,DKI3,1954019
2010-08-20,DKI4,2650536
2010-08-20,DKI5,1871194
2010-08-21,DKI1,913298
2010-08-21,DKI2,1503568
2010-08-21,DKI3,1953573
2010-08-21,DKI4,2650378
2010-08-21,DKI5,1869429
2010-08-22,DKI1,913360
2010-08-22,DKI2,1502957
2010-08-22,DKI3,1953127
2010-08-22,DKI4,2650220
2010-08-22,DKI5,1867664
2010-08-23,DKI1,913423
2010-08-23,DKI2,1502346
2010-08-23,DKI3,1952681
2010-08-23,DKI4,2650062
2010-08-23,DKI5,1865900
2010-08-24,DKI1,913485
2010-08-24,DKI2,1501736
2010-08-24,DKI3,1952235
2010-08-24,DKI4,2649904
2010-08-24,DKI5,1864135
2010-08-25,DKI1,913547
2010-08-25,DKI2,1501125
2010-08-25,DKI3,1951789
2010-08-25,DKI4,2649746
2010-08-25,DKI5,1862370
2010-08-26,DKI1,913609
2010-08-26,DKI2,1500514
2010-08-26,DKI3,1951342
2010-08-26,DKI4,2649588
2010-08-26,DKI5,1860606
2010-08-27,DKI1,913671
2010-08-27,DKI2,1499903
2010-08-27,DKI3,1950896
2010-08-27,DKI4,2649430
2010-08-27,DKI5,1858841
2010-08-28,DKI1,913733
2010-08-28,DKI2,1499292
2010-08-28,DKI3,1950450
2010-08-28,DKI4,2649272
2010-08-28,DKI5,1857077
2010-08-29,DKI1,913795
2010-08-29,DKI2,1498681
2010-08-29,DKI3,1950004
2010-08-29,DKI4,2649114
2010-08-29,DKI5,1855312
2010-08-30,DKI1,913858
2010-08-30,DKI2,1498070
2010-08-30,DKI3,1949558
2010-08-30,DKI4,2648956
2010-08-30,DKI5,1853547
2010-08-31,DKI1,913920
2010-08-31,DKI2,1497459
2010-08-31,DKI3,1949112
2010-08-31,DKI4,2648798
2010-08-31,DKI5,1851783
2010-09-01,DKI1,913982
2010-09-01,DKI2,1496848
2010-09-01,DKI3,1948666
2010-09-01,DKI4,2648640
2010-09-01,DKI5,1850018
2010-09-02,DKI1,914044
2010-09-02,DKI2,1496237
2010-09-02,DKI3,1948219
2010-09-02,DKI4,2648483
2010-09-02,DKI5,1848253
2010-09-03,DKI1,914106
2010-09-03,DKI2,1495626
2010-09-03,DKI3,1947773
2010-09-03,DKI4,2648325
2010-09-03,DKI5,1846489
2010-09-04,DKI1,914168
2010-09-04,DKI2,1495015
2010-09-04,DKI3,1947327
2010-09-04,DKI4,2648167
2010-09-04,DKI5,1844724
2010-09-05,DKI1,914230
2010-09-05,DKI2,1494404
2010-09-05,DKI3,1946881
2010-09-05,DKI4,2648009
2010-09-05,DKI5,1842960
2010-09-06,DKI1,914292
2010-09-06,DKI2,1493793
2010-09-06,DKI3,1946435
2010-09-06,DKI4,2647851
2010-09-06,DKI5,1841195
2010-09-07,DKI1,914355
2010-09-07,DKI2,1493182
2010-09-07,DKI3,1945989
2010-09-07,DKI4,2647693
2010-09-07,DKI5,1839430
2010-09-08,DKI1,914417
2010-09-08,DKI2,1492571
2010-09-08,DKI3,1945543
2010-09-08,DKI4,2647535
2010-09-08,DKI5,1837666
2010-09-09,DKI1,914479
2010-09-09,DKI2,1491960
2010-09-09,DKI3,1945096
2010-09-09,DKI4,2647377
2010-09-09,DKI5,1835901
2010-09-10,DKI1,914541
2010-09-10,DKI2,1491349
2010-09-10,DKI3,1944650
2010-09-10,DKI4,2647219
2010-09-10,DKI5,1834136
2010-09-11,DKI1,914603
2010-09-11,DKI2,1490738
2010-09-11,DKI3,1944204
2010-09-11,DKI4,2647061
2010-09-11,DKI5,1832372
2010-09-12,DKI1,914665
2010-09-12,DKI2,1490127
2010-09-12,DKI3,1943758
2010-09-12,DKI4,2646903
2010-09-12,DKI5,1830607
2010-09-13,DKI1,914727
2010-09-13,DKI2,1489516
2010-09-13,DKI3,1943312
2010-09-13,DKI4,2646745
2010-09-13,DKI5,1828842
2010-09-14,DKI1,914790
2010-09-14,DKI2,1488905
2010-09-14,DKI3,1942866
2010-09-14,DKI4,2646587
2010-09-14,DKI5,1827078
2010-09-15,DKI1,914852
2010-09-15,DKI2,1488294
2010-09-15,DKI3,1942419
2010-09-15,DKI4,2646429
2010-09-15,DKI5,1825313
2010-09-16,DKI1,914914
2010-09-16,DKI2,1487683
2010-09-16,DKI3,1941973
2010-09-16,DKI4,2646271
2010-09-16,DKI5,1823549
2010-09-17,DKI1,914976
2010-09-17,DKI2,1487072
2010-09-17,DKI3,1941527
2010-09-17,DKI4,2646113
2010-09-17,DKI5,1821784
2010-09-18,DKI1,915038
2010-09-18,DKI2,1486461
2010-09-18,DKI3,1941081
2010-09-18,DKI4,2645955
2010-09-18,DKI5,1820019
2010-09-19,DKI1,915100
2010-09-19,DKI2,1485851
2010-09-19,DKI3,1940635
2010-09-19,DKI4,2645797
2010-09-19,DKI5,1818255
2010-09-20,DKI1,915162
2010-09-20,DKI2,1485240
2010-09-20,DKI3,1940189
2010-09-20,DKI4,2645639
2010-09-20,DKI5,1816490
2010-09-21,DKI1,915225
2010-09-21,DKI2,1484629
2010-09-21,DKI3,1939743
2010-09-21,DKI4,2645481
2010-09-21,DKI5,1814725
2010-09-22,DKI1,915287
2010-09-22,DKI2,1484018
2010-09-22,DKI3,1939296
2010-09-22,DKI4,2645323
2010-09-22,DKI5,1812961
2010-09-23,DKI1,915349
2010-09-23,DKI2,1483407
2010-09-23,DKI3,1938850
2010-09-23,DKI4,2645165
2010-09-23,DKI5,1811196
2010-09-24,DKI1,915411
2010-09-24,DKI2,1482796
2010-09-24,DKI3,1938404
2010-09-24,DKI4,2645007
2010-09-24,DKI5,1809431
2010-09-25,DKI1,915473
2010-09-25,DKI2,1482185
2010-09-25,DKI3,1937958
2010-09-25,DKI4,2644849
2010-09-25,DKI5,1807667
2010-09-26,DKI1,915535
2010-09-26,DKI2,1481574
2010-09-26,DKI3,1937512
2010-09-26,DKI4,2644691
2010-09-26,DKI5,1805902
2010-09-27,DKI1,915597
2010-09-27,DKI2,1480963
2010-09-27,DKI3,1937066
2010-09-27,DKI4,2644533
2010-09-27,DKI5,1804138
2010-09-28,DKI1,915659
2010-09-28,DKI2,1480352
2010-09-28,DKI3,1936620
2010-09-28,DKI4,2644375
2010-09-28,DKI5,1802373
2010-09-29,DKI1,915722
2010-09-29,DKI2,1479741
2010-09-29,DKI3,1936173
2010-09-29,DKI4,2644217
2010-09-29,DKI5,1800608
2010-09-30,DKI1,915784
2010-09-30,DKI2,1479130
2010-09-30,DKI3,1935727
2010-09-30,DKI4,2644059
2010-09-30,DKI5,1798844
2010-10-01,DKI1,915846
2010-10-01,DKI2,1478519
2010-10-01,DKI3,1935281
2010-10-01,DKI4,2643901
2010-10-01,DKI5,1797079
2010-10-02,DKI1,915908
2010-10-02,DKI2,1477908
2010-10-02,DKI3,1934835
2010-10-02,DKI4,2643744
2010-10-02,DKI5,1795314
2010-10-03,DKI1,915970
2010-10-03,DKI2,1477297
2010-10-03,DKI3,1934389
2010-10-03,DKI4,2643586
2010-10-03,DKI5,1793550
2010-10-04,DKI1,916032
2010-10-04,DKI2,1476686
2010-10-04,DKI3,1933943
2010-10-04,DKI4,2643428
2010-10-04,DKI5,1791785
2010-10-05,DKI1,916094
2010-10-05,DKI2,1476075
2010-10-05,DKI3,1933497
2010-10-05,DKI4,2643270
2010-10-05,DKI5,1790020
2010-10-06,DKI1,916157
2010-10-06,DKI2,1475464
2010-10-06,DKI3,1933050
2010-10-06,DKI4,2643112
2010-10-06,DKI5,1788256
2010-10-07,DKI1,916219
2010-10-07,DKI2,1474853
2010-10-07,DKI3,1932604
2010-10-07,DKI4,2642954
2010-10-07,DKI5,1786491
2010-10-08,DKI1,916281
2010-10-08,DKI2,1474242
2010-10-08,DKI3,1932158
2010-10-08,DKI4,2642796
2010-10-08,DKI5,1784727
2010-10-09,DKI1,916343
2010-10-09,DKI2,1473631
2010-10-09,DKI3,1931712
2010-10-09,DKI4,2642638
2010-10-09,DKI5,1782962
2010-10-10,DKI1,916405
2010-10-10,DKI2,1473020
2010-10-10,DKI3,1931266
2010-10-10,DKI4,2642480
2010-10-10,DKI5,1781197
2010-10-11,DKI1,916467
2010-10-11,DKI2,1472409
2010-10-11,DKI3,1930820
2010-10-11,DKI4,2642322
2010-10-11,DKI5,1779433
2010-10-12,DKI1,916529
2010-10-12,DKI2,1471798
2010-10-12,DKI3,1930373
2010-10-12,DKI4,2642164
2010-10-12,DKI5,1777668
2010-10-13,DKI1,916592
2010-10-13,DKI2,1471187
2010-10-13,DKI3,1929927
2010-10-13,DKI4,2642006
2010-10-13,DKI5,1775903
2010-10-14,DKI1,916654
2010-10-14,DKI2,1470576
2010-10-14,DKI3,1929481
2010-10-14,DKI4,2641848
2010-10-14,DKI5,1774139
2010-10-15,DKI1,916716
2010-10-15,DKI2,1469966
2010-10-15,DKI3,1929035
2010-10-15,DKI4,2641690
2010-10-15,DKI5,1772374
2010-10-16,DKI1,916778
2010-10-16,DKI2,1469355
2010-10-16,DKI3,1928589
2010-10-16,DKI4,2641532
2010-10-16,DKI5,1770609
2010-10-17,DKI1,916840
2010-10-17,DKI2,1468744
2010-10-17,DKI3,1928143
2010-10-17,DKI4,2641374
2010-10-17,DKI5,1768845
2010-10-18,DKI1,916902
2010-10-18,DKI2,1468133
2010-10-18,DKI3,1927697
2010-10-18,DKI4,2641216
2010-10-18,DKI5,1767080
2010-10-19,DKI1,916964
2010-10-19,DKI2,1467522
2010-10-19,DKI3,1927250
2010-10-19,DKI4,2641058
2010-10-19,DKI5,1765316
2010-10-20,DKI1,917027
2010-10-20,DKI2,1466911
2010-10-20,DKI3,1926804
2010-10-20,DKI4,2640900
2010-10-20,DKI5,1763551
2010-10-21,DKI1,917089
2010-10-21,DKI2,1466300
2010-10-21,DKI3,1926358
2010-10-21,DKI4,2640742
2010-10-21,DKI5,1761786
2010-10-22,DKI1,917151
2010-10-22,DKI2,1465689
2010-10-22,DKI3,1925912
2010-10-22,DKI4,2640584
2010-10-22,DKI5,1760022
2010-10-23,DKI1,917213
2010-10-23,DKI2,1465078
2010-10-23,DKI3,1925466
2010-10-23,DKI4,2640426
2010-10-23,DKI5,1758257
2010-10-24,DKI1,917275
2010-10-24,DKI2,1464467
2010-10-24,DKI3,1925020
2010-10-24,DKI4,2640268
2010-10-24,DKI5,1756492
2010-10-25,DKI1,917337
2010-10-25,DKI2,1463856
2010-10-25,DKI3,1924574
2010-10-25,DKI4,2640110
2010-10-25,DKI5,1754728
2010-10-26,DKI1,917399
2010-10-26,DKI2,1463245
2010-10-26,DKI3,1924127
2010-10-26,DKI4,2639952
2010-10-26,DKI5,1752963
2010-10-27,DKI1,917461
2010-10-27,DKI2,1462634
2010-10-27,DKI3,1923681
2010-10-27,DKI4,2639794
2010-10-27,DKI5,1751198
2010-10-28,DKI1,917524
2010-10-28,DKI2,1462023
2010-10-28,DKI3,1923235
2010-10-28,DKI4,2639636
2010-10-28,DKI5,1749434
2010-10-29,DKI1,917586
2010-10-29,DKI2,1461412
2010-10-29,DKI3,1922789
2010-10-29,DKI4,2639478
2010-10-29,DKI5,1747669
2010-10-30,DKI1,917648
2010-10-30,DKI2,1460801
2010-10-30,DKI3,1922343
2010-10-30,DKI4,2639320
2010-10-30,DKI5,1745905
2010-10-31,DKI1,917710
2010-10-31,DKI2,1460190
2010-10-31,DKI3,1921897
2010-10-31,DKI4,2639162
2010-10-31,DKI5,1744140
2010-11-01,DKI1,917772
2010-11-01,DKI2,1459579
2010-11-01,DKI3,1921451
2010-11-01,DKI4,2639004
2010-11-01,DKI5,1742375
2010-11-02,DKI1,917834
2010-11-02,DKI2,1458968
2010-11-02,DKI3,1921004
2010-11-02,DKI4,2638847
2010-11-02,DKI5,1740611
2010-11-03,DKI1,917896
2010-11-03,DKI2,1458357
2010-11-03,DKI3,1920558
2010-11-03,DKI4,2638689
2010-11-03,DKI5,1738846
2010-11-04,DKI1,917959
2010-11-04,DKI2,1457746
2010-11-04,DKI3,1920112
2010-11-04,DKI4,2638531
2010-11-04,DKI5,1737081
2010-11-05,DKI1,918021
2010-11-05,DKI2,1457135
2010-11-05,DKI3,1919666
2010-11-05,DKI4,2638373
2010-11-05,DKI5,1735317
2010-11-06,DKI1,918083
2010-11-06,DKI2,1456524
2010-11-06,DKI3,1919220
2010-11-06,DKI4,2638215
2010-11-06,DKI5,1733552
2010-11-07,DKI1,918145
2010-11-07,DKI2,1455913
2010-11-07,DKI3,1918774
2010-11-07,DKI4,2638057
2010-11-07,DKI5,1731787
2010-11-08,DKI1,918207
2010-11-08,DKI2,1455302
2010-11-08,DKI3,1918327
2010-11-08,DKI4,2637899
2010-11-08,DKI5,1730023
2010-11-09,DKI1,918269
2010-11-09,DKI2,1454691
2010-11-09,DKI3,1917881
2010-11-09,DKI4,2637741
2010-11-09,DKI5,1728258
2010-11-10,DKI1,918331
2010-11-10,DKI2,1454081
2010-11-10,DKI3,1917435
2010-11-10,DKI4,2637583
2010-11-10,DKI5,1726494
2010-11-11,DKI1,918394
2010-11-11,DKI2,1453470
2010-11-11,DKI3,1916989
2010-11-11,DKI4,2637425
2010-11-11,DKI5,1724729
2010-11-12,DKI1,918456
2010-11-12,DKI2,1452859
2010-11-12,DKI3,1916543
2010-11-12,DKI4,2637267
2010-11-12,DKI5,1722964
2010-11-13,DKI1,918518
2010-11-13,DKI2,1452248
2010-11-13,DKI3,1916097
2010-11-13,DKI4,2637109
2010-11-13,DKI5,1721200
2010-11-14,DKI1,918580
2010-11-14,DKI2,1451637
2010-11-14,DKI3,1915651
2010-11-14,DKI4,2636951
2010-11-14,DKI5,1719435
2010-11-15,DKI1,918642
2010-11-15,DKI2,1451026
2010-11-15,DKI3,1915204
2010-11-15,DKI4,2636793
2010-11-15,DKI5,1717670
2010-11-16,DKI1,918704
2010-11-16,DKI2,1450415
2010-11-16,DKI3,1914758
2010-11-16,DKI4,2636635
2010-11-16,DKI5,1715906
2010-11-17,DKI1,918766
2010-11-17,DKI2,1449804
2010-11-17,DKI3,1914312
2010-11-17,DKI4,2636477
2010-11-17,DKI5,1714141
2010-11-18,DKI1,918828
2010-11-18,DKI2,1449193
2010-11-18,DKI3,1913866
2010-11-18,DKI4,2636319
2010-11-18,DKI5,1712376
2010-11-19,DKI1,918891
2010-11-19,DKI2,1448582
2010-11-19,DKI3,1913420
2010-11-19,DKI4,2636161
2010-11-19,DKI5,1710612
2010-11-20,DKI1,918953
2010-11-20,DKI2,1447971
2010-11-20,DKI3,1912974
2010-11-20,DKI4,2636003
2010-11-20,DKI5,1708847
2010-11-21,DKI1,919015
2010-11-21,DKI2,1447360
2010-11-21,DKI3,1912528
2010-11-21,DKI4,2635845
2010-11-21,DKI5,1707083
2010-11-22,DKI1,919077
2010-11-22,DKI2,1446749
2010-11-22,DKI3,1912081
2010-11-22,DKI4,2635687
2010-11-22,DKI5,1705318
2010-11-23,DKI1,919139
2010-11-23,DKI2,1446138
2010-11-23,DKI3,1911635
2010-11-23,DKI4,2635529
2010-11-23,DKI5,1703553
2010-11-24,DKI1,919201
2010-11-24,DKI2,1445527
2010-11-24,DKI3,1911189
2010-11-24,DKI4,2635371
2010-11-24,DKI5,1701789
2010-11-25,DKI1,919263
2010-11-25,DKI2,1444916
2010-11-25,DKI3,1910743
2010-11-25,DKI4,2635213
2010-11-25,DKI5,1700024
2010-11-26,DKI1,919326
2010-11-26,DKI2,1444305
2010-11-26,DKI3,1910297
2010-11-26,DKI4,2635055
2010-11-26,DKI5,1698259
2010-11-27,DKI1,919388
2010-11-27,DKI2,1443694
2010-11-27,DKI3,1909851
2010-11-27,DKI4,2634897
2010-11-27,DKI5,1696495
2010-11-28,DKI1,919450
2010-11-28,DKI2,1443083
2010-11-28,DKI3,1909405
2010-11-28,DKI4,2634739
2010-11-28,DKI5,1694730
2010-11-29,DKI1,919512
2010-11-29,DKI2,1442472
2010-11-29,DKI3,1908958
2010-11-29,DKI4,2634581
2010-11-29,DKI5,1692965
2010-11-30,DKI1,919574
2010-11-30,DKI2,1441861
2010-11-30,DKI3,1908512
2010-11-30,DKI4,2634423
2010-11-30,DKI5,1691201
2010-12-01,DKI1,919636
2010-12-01,DKI2,1441250
2010-12-01,DKI3,1908066
2010-12-01,DKI4,2634265
2010-12-01,DKI5,1689436
2010-12-02,DKI1,919698
2010-12-02,DKI2,1440639
2010-12-02,DKI3,1907620
2010-12-02,DKI4,2634108
2010-12-02,DKI5,1687672
2010-12-03,DKI1,919761
2010-12-03,DKI2,1440028
2010-12-03,DKI3,1907174
2010-12-03,DKI4,2633950
2010-12-03,DKI5,1685907
2010-12-04,DKI1,919823
2010-12-04,DKI2,1439417
2010-12-04,DKI3,1906728
2010-12-04,DKI4,2633792
2010-12-04,DKI5,1684142
2010-12-05,DKI1,919885
2010-12-05,DKI2,1438806
2010-12-05,DKI3,1906281
2010-12-05,DKI4,2633634
2010-12-05,DKI5,1682378
2010-12-06,DKI1,919947
2010-12-06,DKI2,1438196
2010-12-06,DKI3,1905835
2010-12-06,DKI4,2633476
2010-12-06,DKI5,1680613
2010-12-07,DKI1,920009
2010-12-07,DKI2,1437585
2010-12-07,DKI3,1905389
2010-12-07,DKI4,2633318
2010-12-07,DKI5,1678848
2010-12-08,DKI1,920071
2010-12-08,DKI2,1436974
2010-12-08,DKI3,1904943
2010-12-08,DKI4,2633160
2010-12-08,DKI5,1677084
2010-12-09,DKI1,920133
2010-12-09,DKI2,1436363
2010-12-09,DKI3,1904497
2010-12-09,DKI4,2633002
2010-12-09,DKI5,1675319
2010-12-10,DKI1,920195
2010-12-10,DKI2,1435752
2010-12-10,DKI3,1904051
2010-12-10,DKI4,2632844
2010-12-10,DKI5,1673554
2010-12-11,DKI1,920258
2010-12-11,DKI2,1435141
2010-12-11,DKI3,1903605
2010-12-11,DKI4,2632686
2010-12-11,DKI5,1671790
2010-12-12,DKI1,920320
2010-12-12,DKI2,1434530
2010-12-12,DKI3,1903158
2010-12-12,DKI4,2632528
2010-12-12,DKI5,1670025
2010-12-13,DKI1,920382
2010-12-13,DKI2,1433919
2010-12-13,DKI3,1902712
2010-12-13,DKI4,2632370
2010-12-13,DKI5,1668261
2010-12-14,DKI1,920444
2010-12-14,DKI2,1433308
2010-12-14,DKI3,1902266
2010-12-14,DKI4,2632212
2010-12-14,DKI5,1666496
2010-12-15,DKI1,920506
2010-12-15,DKI2,1432697
2010-12-15,DKI3,1901820
2010-12-15,DKI4,2632054
2010-12-15,DKI5,1664731
2010-12-16,DKI1,920568
2010-12-16,DKI2,1432086
2010-12-16,DKI3,1901374
2010-12-16,DKI4,2631896
2010-12-16,DKI5,1662967
2010-12-17,DKI1,920630
2010-12-17,DKI2,1431475
2010-12-17,DKI3,1900928
2010-12-17,DKI4,2631738
2010-12-17,DKI5,1661202
2010-12-18,DKI1,920693
2010-12-18,DKI2,1430864
2010-12-18,DKI3,1900482
2010-12-18,DKI4,2631580
2010-12-18,DKI5,1659437
2010-12-19,DKI1,920755
2010-12-19,DKI2,1430253
2010-12-19,DKI3,1900035
2010-12-19,DKI4,2631422
2010-12-19,DKI5,1657673
2010-12-20,DKI1,920817
2010-12-20,DKI2,1429642
2010-12-20,DKI3,1899589
2010-12-20,DKI4,2631264
